,V1,V2
X784303_67,1.999815436,NA
X784303_68,1.999751709,NA
X784352_30,NA,1.998156551
X784353_10,1.985554456,1.997560837
X784353_13,1.991332673,1.999223903
X784610_55,NA,1.999999999
X834800_68,1.999999994,NA
X835071_68,1.988240525,NA
X835222_45,1.99933366,NA
X835304_47,1.689176688,NA
X835304_68,1.999889732,NA
X835669_43,1.603749418,NA
X835925_58,1.999999842,2
X836074_27,NA,1.999575078
X836422_40,NA,1.788961039
X836422_62,NA,1.788961039
X837550_23,1.612341772,NA
X838726_5,NA,1.652173913
X838726_22,NA,1.996813433
X839777_13,NA,1.996813433
X839777_21,NA,1.999989616
X839915_8,1.503785673,1.754237288
X839915_41,1.999999698,1.999999028
X840043_5,1.999999995,2
X840043_26,1.999999988,1.999948113
X840043_39,1.904748837,1
X840043_51,1,1.997163645
X840119_10,1.999999994,NA
X840119_23,1.999999983,NA
X840188_14,1.472894078,1.6
X840188_45,2,1.999999782
X840550_23,NA,2
X840550_60,NA,1.893829401
X840562_36,NA,1.6
X840679_65,NA,1.973907226
X840885_5,1.99709524,NA
X840885_15,1,1.864361702
X840947_34,1.999999998,NA
X841599_47,NA,1.517241379
X841599_49,NA,1.771324864
X842496_24,NA,1.903805497
X842671_14,NA,1.978962223
X842671_18,NA,1.844897959
X843078_63,NA,1.681818182
X844387_20,NA,1.992909113
X844650_37,NA,1.989867485
X844739_13,1.679731243,NA
X844739_17,1.679731243,NA
X845443_19,NA,2
X845599_21,1.612341772,NA
X846437_61,1.999999844,NA
X846451_9,1.925804283,1.990692114
X847262_66,1.718385012,1
X848167_20,1.416666667,1.998487228
X848167_48,1.416666667,1.625
X848167_50,1.891202286,1.844897959
X848437_65,1.762759412,1.990692114
X848514_25,NA,1.998378491
X848809_9,NA,1.555555556
X849089_54,1.999809539,1.999999998
X849089_58,1.889930644,1
X849124_37,1.561044547,1.771324864
X851349_21,1.999864569,NA
X851349_32,1.999997107,NA
X851363_19,1.999999928,1.999850824
X851752_33,1.54802102,1.959296469
X851836_27,1.603749418,NA
X851836_62,1.953376074,NA
X853532_63,NA,1.844897959
X853643_13,1.981238553,1.918400258
X853643_38,1.661391076,1.906204906
X853669_11,1.375,1.807127883
X853669_19,1.97213028,1.999754133
X853839_30,1.999999819,NA
X853839_45,1.999999819,NA
X853839_62,1.999982806,NA
X854042_41,NA,1.996335048
X854568_37,NA,1.825791855
X854850_63,1.999996724,NA
X874870_29,NA,1.825791855
X875026_56,1.995686237,NA
X875026_61,1.600722674,NA
X875094_7,NA,1.978962223
X875094_24,NA,1.844897959
X875094_41,NA,1.941836735
X875108_16,1.612341772,NA
X875211_37,NA,1.980836237
X875634_47,NA,2
X875634_60,NA,1.999970643
X875801_44,1,NA
X875839_59,NA,1.999989616
X876033_7,NA,1.966400106
X876429_48,1.995611275,1.999601493
X876822_30,1.357142857,1.972979961
X876822_32,1.750451671,1.893829401
X876822_36,1.578659371,1.517241379
X876822_45,1,1.893829401
X876822_63,1.999125025,1.951740637
X876822_67,1.348837209,1.959296469
X876979_6,1.578659371,NA
X876979_9,1.998229204,NA
X876979_15,1.578659371,NA
X876979_21,1.999415673,NA
X877020_32,1.999998545,NA
X877161_10,NA,1.807127883
X877161_16,NA,1.999996867
X877528_56,NA,1.652173913
X877660_6,1.994974233,NA
X877660_21,1.803581036,1
X877660_34,1.995626451,NA
X877660_42,1.996687563,NA
X877660_44,1.998815373,NA
X878051_50,1.698837394,1.881355932
X910391_5,1.999999988,NA
X910391_20,1.729138167,NA
X910391_25,1.999999943,NA
X910391_26,1.999303068,NA
X910391_30,1.558052434,NA
X910391_46,1.749761968,NA
X910391_52,2,NA
X910510_14,1.99999993,NA
X911504_30,1.649759348,NA
X911850_31,2,1.999999691
X912294_63,NA,1.959296469
X913128_51,1.993122679,1.999765366
X913128_52,1.974108139,1.978962223
X913128_56,1.319148936,1.941836735
X913537_23,1.558052434,NA
X913537_66,1.919590935,NA
X913537_68,1.999253892,NA
X915477_19,NA,1.986560042
X915477_54,NA,1.807127883
X915719_9,1.970033857,1
X915719_17,1.635600249,1.999999998
X915719_42,1.993498658,1.999999968
X915719_58,1.999999976,1.999982704
X915719_66,1.999999976,1.999994497
X916032_64,NA,2
X916113_6,NA,2
X916115_35,NA,1.999998336
X916115_66,NA,1.999999998
X916115_68,NA,1.999999998
X916832_69,1.872807342,NA
X918854_13,NA,1.576923077
X920330_7,1.999999988,NA
X921604_53,NA,1.555555556
X921759_38,1.999973768,NA
X921759_51,1.999998692,NA
X922998_25,1.698837394,NA
X923131_19,NA,1
X924019_10,1.61931239,1.960170697
X924019_67,1.288461538,1.864361702
X924019_68,1.283018868,1.625
X925908_9,1.918890782,NA
X925977_19,1.999999797,1.999988321
X925977_27,1.581683521,1.999999217
X925977_37,1.999809673,1.930316742
X927041_36,1.824833378,NA
X927394_25,NA,1.997560837
X927394_59,NA,1.997560837
X928639_64,1.999999423,NA
X928639_66,1.999999423,NA
X929514_30,1.986497706,1.978962223
X929514_60,1,1.844897959
X931652_46,NA,1.535714286
X932438_12,1.384615385,NA
X932438_23,1.612341772,NA
X932438_37,1.772648404,NA
X932438_40,1.772648404,NA
X933244_34,NA,1.994788588
X933526_6,1.772648404,1
X934528_46,NA,2
X936784_56,NA,1.881355932
X937112_21,NA,1.6
X937112_26,NA,1.999995504
X937112_39,NA,1.999999993
X937112_68,NA,1.978962223
X937301_29,1.999520301,1.992626205
X937301_30,1.999520301,1.999068967
X937455_44,1.999999998,1.999999906
X939704_6,2,NA
X940064_14,NA,1.930316742
X940064_20,NA,1.930316742
X940154_11,NA,1.930316742
X940154_45,NA,1.930316742
X1037800_68,1.999999952,1.999983788
X1038082_23,1,1.943800178
X1038184_62,NA,1.864361702
X1038651_18,1.472894078,1.930316742
X1038651_56,1.272727273,1.930316742
X1038658_36,1.982871449,1.994788588
X1038658_66,1.733830992,1.906204906
X1038742_26,NA,1.625
X1039040_59,1.741736099,NA
X1039182_16,NA,2
X1039188_11,1.319148936,1.771324864
X1039188_16,1.999344927,1.996062048
X1039474_37,1.99122835,1.737704918
X1039897_8,2,NA
X1039897_11,2,NA
X1039897_12,2,NA
X1040385_57,1.998583667,NA
X1040385_59,1,NA
X1041212_33,2,2
X1042149_13,1,NA
X1042149_50,1,NA
X1042149_58,1,NA
X1042976_45,1.956616181,1.999948113
X1043246_60,NA,1.999995504
X1043729_7,1.999772007,1.997712469
X1043729_26,1.999674296,1.943800178
X1043740_5,NA,1
X1043842_28,NA,2
X1043842_30,NA,2
X1044469_68,NA,1.535714286
X1044604_32,1.999999991,NA
X1045161_13,1,1.993155994
X1045358_57,1.999999249,2
X1046004_38,1.952637349,NA
X1046503_13,NA,1.576923077
X1046764_32,1.99973231,1.999840597
X1046764_61,1.227272727,1.973907226
X1047853_40,NA,1.999998336
X1048904_7,1.993585741,1.576923077
X1049442_61,1.689176688,NA
X1049442_66,1.689176688,NA
X1049442_68,1.689176688,NA
X1049542_23,NA,1.930316742
X1049542_51,NA,1.999575078
X1049749_44,1.999536675,1.996062048
X1049749_57,1.990722859,1.999351396
X1049805_36,1.999999627,1.999999745
X1049905_38,1,NA
X1085449_67,NA,1.918400258
X1086160_14,2,NA
X1086160_43,1.294117647,NA
X1086160_52,1.994974233,NA
X1086160_58,1.294117647,NA
X1086333_14,1,1.972979961
X1086451_15,1.998595315,NA
X1086451_16,2,NA
X1086555_17,1.991839009,1.881355932
X1086794_5,1.796611398,1.893829401
X1086794_14,1.999846453,1.999938191
X1086794_16,1.999846453,1.999938191
X1086804_63,1.999994296,1.999999975
X1086849_61,NA,1.864361702
X1087241_47,1.999817359,NA
X1087241_55,1.761441091,NA
X1087242_22,2,1.999601493
X1087242_61,1.975928495,1.973907226
X1087296_33,1.999303068,NA
X1087296_39,1.809159006,NA
X1087301_47,1.929925188,1.999765366
X1087350_40,1.999993299,NA
X1087350_60,1.999999079,NA
X1087479_54,1.999999902,1.99999962
X1087479_57,1.94145084,1.978551394
X1087486_11,1.938259416,1.999601493
X1087588_64,1.999999998,2
X1087727_38,NA,1.999999993
X1087847_67,NA,1.988847014
X1087935_68,NA,1.995577593
X1088107_59,NA,1.483870968
X1088411_47,NA,1.884057971
X1088413_17,1.503785673,1.625
X1088461_44,NA,1
X1088640_58,NA,1.930316742
X1088753_46,NA,1.999994497
X1088987_36,1,1.999932962
X1088987_60,1.827040034,1.625
X1088987_62,1.827040034,1.625
X1089249_21,1.568181818,1.992682512
X1089327_7,1.999997107,NA
X1089327_11,1.999997107,NA
X1089607_13,NA,1.996335048
X1089666_66,1.600722674,NA
X1089787_12,1.999995792,NA
X1089787_62,1.99997567,NA
X1089809_36,1.326086957,NA
X1107183_14,1.999999934,1.999998336
X1107183_23,1.925042818,1.788961039
X1107183_27,1.999999979,2
X1107183_40,1.718385012,1.906204906
X1107183_50,1.267857143,1.986560042
X1107183_67,1.999999928,1.999998336
X1107449_39,NA,1
X1107449_67,NA,1.978962223
X1107772_54,1,1.992909113
X1108003_13,NA,1.996813433
X1108003_52,NA,1.625
X1108028_14,1.503785673,1.825791855
X1108028_39,1.503785673,1.884057971
X1108028_56,1.503785673,1.930316742
X1108165_43,NA,1.714285714
X1108636_45,1.611442611,1.517241379
X1108636_57,1.267857143,1.771324864
X1108740_5,NA,2
X1108740_11,NA,2
X1108851_15,1.875731446,NA
X1108978_40,1.999757986,1.999999819
X1108978_48,1.999949142,1.999864798
X1109005_15,1.994974233,1.999399992
X1109025_10,1.823590332,1.999575078
X1109025_36,1.999999997,2
X1109025_53,2,2
X1109230_38,1.996222927,NA
X1109230_65,1.999980535,NA
X1110434_10,1.999854791,1.999884038
X1110927_10,NA,1.864361702
X1111952_54,NA,1.844897959
X1111952_68,NA,2
X1112258_6,NA,1.999982014
X1112258_15,NA,2
X1112346_66,1.99997751,2
X1112620_49,NA,1.998725234
X1112620_65,NA,1.825791855
X1112620_67,NA,1.930316742
X1112620_68,NA,1.825791855
X1113040_67,1.99999968,1.999999919
X1113080_5,1.999961259,NA
X1113340_16,1.999613079,NA
X1113614_13,1.644027589,1.994728732
X1113614_22,1.964891789,1.973907226
X1113614_35,1.962199524,1.5
X1113614_67,1.718385012,1.973907226
X1113636_24,NA,2
X1113858_23,1.998423045,1.941836735
X1113858_49,1.818057456,1.844897959
X1113858_52,1.999415673,NA
X1113959_28,1.999774745,2
X1113959_40,1.969061235,1.999999968
X1113990_28,NA,2
X1114008_12,2,NA
X1114603_6,NA,1.999145067
X1115169_19,1.67049758,NA
X1115169_31,1.774550976,NA
X1115169_36,1.766171286,NA
X1115530_41,NA,1.994996216
X1115956_41,1.535548505,1.935537649
X1116160_24,1.841549541,1.625
X1116160_53,1.841549541,1.999998592
X1116707_21,1.971451681,NA
X1116707_26,1.999864569,NA
X1117393_22,1.999048439,1.999999906
X1117472_54,1.999998418,1.999999999
X1118302_16,1.863589043,NA
X1118302_24,1.994802008,NA
X1118302_31,1.863589043,NA
X1118483_25,1.94145084,1.576923077
X1128352_13,1.985554456,NA
X1129481_53,1.999729062,1.788961039
X1129686_14,1.999999998,NA
X1129686_66,1.729138167,NA
X1132935_14,1.997254042,NA
X1132976_5,1,1.754237288
X1133079_45,1.997984956,NA
X1133743_29,1.999999999,2
X1133743_63,1.999810314,1.999999597
X1135469_56,1.999761966,1.999293133
X1135469_64,1.959772424,1.807127883
X1135469_68,1.959772424,1.807127883
X1136870_18,1.999038889,NA
X1137454_54,NA,1.995577593
X1138439_19,1.636842105,NA
X1138788_39,1.999999985,NA
X1139123_29,1.404233171,1.906204906
X1139123_33,1.730725916,1.999992116
X1139477_7,1.999999861,NA
X1139477_13,1.999999877,NA
X1139477_33,1.890318071,NA
X1139743_41,1.983906218,NA
X1139803_10,1.999999976,NA
X1140685_27,1.994933781,NA
X1143181_8,2,2
X1143365_13,1.952223337,NA
X1143365_19,1.999999995,NA
X1144858_66,1.661471861,NA
X1145964_26,1.674936637,1.555555556
X1145964_53,1.999606263,1.966400106
X1146795_13,1.999994855,NA
X1147660_8,1.994802008,NA
X1147660_9,1.987445661,NA
X1147660_13,1.994802008,NA
X1161871_10,1.568181818,NA
X1161871_57,1.99996642,NA
X1161871_60,1.875731446,NA
X1161871_62,1.99996642,NA
X1162662_30,1.999583404,1.906204906
X1163400_11,1.964154952,1
X1163400_29,1,1.923344948
X1163400_68,1.998269624,1.995577593
X1188513_12,1.999999824,2
X1188513_18,1.999677817,2
X1188513_59,1.999999902,1.997712469
X1188652_31,1.999999994,2
X1188652_38,1.99999895,2
X1188652_55,1.999999755,2
X1188883_27,1.904748837,NA
X1188967_61,NA,1.864361702
X1189303_53,1.996468307,1.999999993
X1189411_32,1.999923841,1.999587571
X1189491_9,1.375,1.6
X1189491_20,1.761441091,1.6
X1189491_55,2,2
X1189491_58,1.911865283,1.978962223
X1190030_12,NA,1.992626205
X1190030_23,NA,1.992626205
X1190030_48,NA,1.681818182
X1190210_66,1,1.959296469
X1190383_34,1.999999982,1.999999691
X1190383_43,1.999998292,1.999976822
X1190753_5,2,1.999965887
X1190753_7,2,1.999965887
X1191134_33,1.935021668,1.994728732
X1191764_47,NA,1
X1191823_48,1.99720958,1.982779275
X1191823_55,1.947681171,1.999994497
X1191997_42,1.938259416,1.5
X1192585_28,1.648295074,1.754237288
X1192598_15,1.997670611,NA
X1192618_8,1.895059945,1.951740637
X1192618_55,1.895059945,1.951740637
X1193256_32,1.992086562,1.999948113
X1193345_5,1.465733591,1.943800178
X1193345_26,1.999810708,1.99804572
X1193345_54,1.999763843,1.999864798
X1193520_48,1.624375624,NA
X1193520_60,1.998745714,NA
X1193520_63,1.998395879,NA
X1193584_16,1.267857143,1.807127883
X1193584_48,1.999999175,2
X1195392_39,NA,1.999950677
X1197053_11,1.784068279,NA
X1197053_31,1.925804283,NA
X1197811_41,1.375,1.952821462
X1199384_6,1.988924369,1.999754133
X1199384_34,1.999999946,1.844897959
X1199384_39,1.848467182,1
X1199384_50,1.995611275,1.989867485
X1207845_44,NA,1.952821462
X1208077_19,2,NA
X1208451_56,NA,1.999765366
X1208506_40,1.986317469,NA
X1208506_56,1.989229856,NA
X1208506_61,1.98472184,NA
X1208539_6,1.999998188,1.999223903
X1208581_13,NA,1.999983056
X1208581_16,NA,1.999983056
X1208581_25,NA,1.903805497
X1208581_56,NA,1.999574589
X1208619_39,1.696124558,1.963109354
X1208619_40,1.696124558,1.963109354
X1208656_43,1.999917965,1.990692114
X1208656_56,1.611442611,1.998378491
X1208793_28,NA,1.996813433
X1208906_38,2,NA
X1208906_42,2,NA
X1208921_63,1.999570138,1.999982014
X1209208_26,NA,1.978551394
X1209208_27,NA,1.978551394
X1209208_50,NA,1.978551394
X1209372_12,1.761441091,NA
X1209372_42,1.998395879,NA
X1209372_50,1.558052434,NA
X1209372_65,1.718816068,NA
X1209463_38,NA,1.681818182
X1209466_59,NA,1.864361702
X1209516_16,2,2
X1209516_20,1.97213028,1.625
X1209559_68,1.956616181,1.999999962
X1209641_10,1.883970842,1.999999217
X1209641_35,1.999999824,2
X1209641_39,1.998080913,1
X1209694_27,1.883036936,NA
X1209694_28,1.875731446,NA
X1209694_48,1.875731446,NA
X1209694_66,1.558052434,NA
X1209745_55,1.947681171,1.903805497
X1209790_45,NA,1.884057971
X1209798_32,1.994761179,NA
X1209894_54,NA,1.966400106
X1209968_18,1.636842105,NA
X1209968_19,1.939201278,NA
X1209968_24,1.636842105,NA
X1209968_44,1.636842105,NA
X1209968_49,1.939201278,NA
X1210054_31,1.996546168,NA
X1210054_38,1.9999775,NA
X1210054_39,1.9999775,NA
X1210085_7,1.999999783,1.999982014
X1210085_10,1.999999065,1.984273821
X1210085_12,1.999999989,1.999999959
X1210145_6,NA,1.994788588
X1210145_16,NA,1.999999993
X1210145_20,NA,1.555555556
X1210145_37,NA,1.999999849
X1210145_38,NA,1.999999849
X1210145_62,NA,1.807127883
X1210183_65,NA,1.999884038
X1210200_13,1.957154586,1.906204906
X1210200_44,1.872807342,1.788961039
X1210231_10,NA,2
X1210231_13,NA,1.998725234
X1210231_14,NA,1.930316742
X1210237_40,NA,1.825791855
X1210237_54,NA,1.999999819
X1210237_56,NA,1.999988321
X1210312_13,1.409660107,1.906204906
X1210312_29,1.230769231,1.788961039
X1210312_30,1.885426406,1.999850824
X1210364_50,NA,1.972979961
X1210371_15,1.996687563,NA
X1210371_27,1.999999999,NA
X1210426_33,NA,1.984273821
X1210451_16,1.766171286,1
X1210503_24,NA,1.999996867
X1210527_33,1,1.998378491
X1210530_34,1.999999218,NA
X1210530_36,1.925312742,NA
X1210530_41,2,NA
X1210676_25,1.999999992,2
X1210676_42,1.999981925,2
X1210676_49,1.848467182,1.754237288
X1210700_15,NA,1.978962223
X1210700_65,NA,1.978962223
X1210700_66,NA,1.844897959
X1210710_27,1.884763303,1.999938191
X1210718_12,NA,1.994788588
X1210718_67,NA,1.99804572
X1210724_17,1.999995701,1.923344948
X1210724_26,1.999993299,NA
X1210724_41,1.999995701,1.923344948
X1210775_22,1.994265235,1.998900189
X1210775_26,1.994265235,1.998900189
X1210775_60,1.999999698,1.999948113
X1210779_11,NA,1.994996216
X1210779_25,NA,1.99999331
X1210779_43,NA,1.994996216
X1210788_37,NA,1.999992116
X1210801_24,NA,1.992682512
X1210801_31,NA,2
X1210801_40,NA,1.999988321
X1210854_58,NA,1.998487228
X1210916_6,1.999999997,2
X1210916_12,1.99971779,2
X1210916_19,1.999388125,1.999895474
X1210916_46,1.999809815,1.998617372
X1210952_47,1.981238553,1.998617372
X1210952_52,1.999998071,2
X1210953_25,NA,1.884057971
X1211045_15,NA,1.999567779
X1211111_12,2,2
X1211111_16,2,2
X1211131_23,1.98472184,NA
X1211131_34,1.989871781,NA
X1211152_11,1.77609178,1.989867485
X1211152_45,1.769389633,1.989867485
X1211152_57,1.769389633,1.978962223
X1211152_61,1.83553644,1.994996216
X1211175_67,NA,1.999786267
X1211189_38,NA,1.788961039
X1211189_51,NA,1.788961039
X1211205_67,NA,1.825791855
X1211207_27,1.999999998,1.999999217
X1211207_36,1.999999592,1.999988321
X1211207_60,1.624375624,1.825791855
X1211218_8,1.999999943,1.999999872
X1211218_16,2,2
X1211218_23,1.999944406,1.999999998
X1211218_45,1,1.982779275
X1211218_60,1,1.959296469
X1211255_6,NA,1.825791855
X1211255_32,NA,1.825791855
X1211255_35,NA,1.825791855
X1211282_52,1.512121212,1.984273821
X1211287_8,1,1.984273821
X1211287_37,1.96355207,1.999567779
X1211296_28,1.970179071,1.884057971
X1211296_64,1.993913505,1.963109354
X1211296_66,1.993913505,1.963109354
X1211309_18,NA,1.918400258
X1211309_22,NA,1.918400258
X1211309_36,NA,1.999992116
X1211309_50,NA,1.999999959
X1211309_51,NA,1.994788588
X1211312_54,1.998905572,NA
X1211378_29,NA,1.999992116
X1211400_29,1.999503943,NA
X1211401_37,1.863589043,NA
X1211403_7,1.749761968,NA
X1211403_31,2,NA
X1211403_42,1.749761968,NA
X1211403_60,1.995626451,NA
X1211403_63,2,NA
X1211425_16,NA,1.978962223
X1211444_10,NA,1.535714286
X1211445_12,NA,1.788961039
X1211458_47,1.999999999,2
X1211467_49,1.832017487,NA
X1211478_17,NA,1.930316742
X1211478_64,NA,1.930316742
X1211478_66,NA,1.999999999
X1211585_32,NA,1.844897959
X1211592_11,1.939201278,1.788961039
X1211596_9,NA,1.844897959
X1211611_47,1.99990845,NA
X1211611_65,1.999747905,NA
X1211640_15,NA,1.999999999
X1211640_45,NA,1.998725234
X1211671_7,1.818057456,NA
X1211671_15,1.718816068,NA
X1211671_16,1.818057456,NA
X1211728_6,NA,1.997560837
X1211752_50,1.750451671,NA
X1211879_7,1.589500861,NA
X1211879_12,1.589500861,NA
X1211906_45,NA,1.903805497
X1211934_41,1.263157895,1.985259063
X1211934_60,1.263157895,1.985259063
X1211984_45,1.974108139,1.996062048
X1212122_24,NA,1.990692114
X1212122_43,NA,1.994788588
X1212122_51,NA,1.994788588
X1212148_23,1.992086562,NA
X1212148_27,1.988789296,NA
X1212148_28,1.988789296,NA
X1212148_38,1.703424254,NA
X1212155_49,1.805919275,1.999938191
X1212225_33,1.995657659,1.999999217
X1212225_35,1.998423045,1.999999965
X1212225_62,1.999978775,1.999999782
X1212230_55,1.991790692,2
X1212230_57,1.991790692,2
X1212250_12,1.991762946,NA
X1212250_15,1.875731446,NA
X1212270_68,1,1.998487228
X1212272_25,1.999857612,NA
X1212272_28,1.999857612,NA
X1212301_42,NA,1.994788588
X1212302_32,NA,1.994788588
X1212305_30,1.99996645,2
X1212305_31,2,1.999999971
X1212305_41,1.245901639,1.893829401
X1212320_14,NA,1.918400258
X1212322_14,1.999999877,1.996889088
X1212399_17,1.636842105,NA
X1212404_16,1.999954225,NA
X1212433_31,1.999999998,NA
X1212433_41,1.994802008,NA
X1212481_14,NA,1.906204906
X1212526_13,1.94145084,1.992909113
X1212528_68,1.961288065,NA
X1212562_62,1.789704851,NA
X1212588_12,1.999999957,NA
X1212588_25,1.999999957,NA
X1212588_50,2,NA
X1212588_53,1.999953015,NA
X1212588_54,2,NA
X1212619_39,1.994046337,1.978962223
X1212619_40,1.994046337,1.978962223
X1212619_59,1.997692014,1.978962223
X1212619_62,1.999999844,2
X1212645_61,1.230769231,1.998487228
X1212645_67,1.230769231,NA
X1212681_13,NA,2
X1212681_20,NA,1.884057971
X1212681_28,NA,2
X1212681_50,NA,1.884057971
X1212681_67,NA,1.884057971
X1212684_8,1.990402781,1.999999993
X1212684_66,1.871845752,1.994788588
X1212684_68,1.871845752,1.992909113
X1212713_14,NA,1.978962223
X1212722_9,NA,1.972979961
X1212723_5,1.853636239,1.992626205
X1212723_49,1.999900016,NA
X1212756_34,NA,1.984273821
X1212756_56,NA,1.999765366
X1212781_31,1.987305274,1.517241379
X1212781_39,1.288461538,1.999351396
X1212781_41,1.999997624,1.999988135
X1212781_65,1.999538873,1.999988135
X1212797_5,1.836097001,NA
X1212797_6,1.836097001,NA
X1212797_10,1.827040034,NA
X1212797_15,1.930941007,NA
X1212833_45,1.999991549,NA
X1212833_60,1.989196074,NA
X1212861_28,1.375,1.884057971
X1212861_65,NA,1.988847014
X1212863_57,1.245901639,1.990692114
X1218310_66,1.99696435,1.988847014
X1218784_21,1.78860604,1.918400258
X1218786_22,1.999999815,2
X1218786_35,1,1.754237288
X1218948_5,1.999973442,NA
X1218948_25,1.999999979,NA
X1218948_49,1.964891789,NA
X1218948_68,1.964891789,NA
X1219244_15,1.918890782,NA
X1219244_20,1.612341772,NA
X1219244_21,1.612341772,NA
X1219244_38,1.612341772,NA
X1219244_68,1.375,NA
X1219314_8,1.729138167,1.999973923
X1219320_13,2,NA
X1219335_56,NA,1.930316742
X1219776_40,NA,2
X1219776_45,NA,2
X1219956_34,NA,1.681818182
X1220048_21,1.99999954,NA
X1220048_23,1.99999954,NA
X1220048_44,1.999922236,NA
X1220048_64,1.999922236,NA
X1220090_24,1.976648661,NA
X1220090_42,1.976648661,NA
X1220090_60,1.976648661,NA
X1220721_17,1,1.999765366
X1220770_45,1.538778312,NA
X1221161_25,1.877914172,NA
X1221161_51,1.959772424,NA
X1221301_19,1.999253892,NA
X1221301_50,1.999253892,NA
X1221389_8,1.999922236,NA
X1236464_11,NA,1.884057971
X1236464_67,NA,1.963109354
X1236464_68,NA,1.963109354
X1236699_9,1.739683473,NA
X1236699_14,1.739683473,NA
X1236725_36,1.529605263,NA
X1236725_39,1.999970065,NA
X1236725_46,1.99696435,NA
X1236725_56,1.836097001,NA
X1236725_67,1.999979707,NA
X1236756_10,1.384615385,1.807127883
X1236849_28,1.994265235,NA
X1236849_37,1.956616181,NA
X1236849_67,1.733830992,NA
X1236870_63,1.894418795,1.999999235
X1236870_65,1.561044547,1.935537649
X1236870_66,1.894418795,1.999999235
X1237094_39,NA,2
X1237105_14,1.999999996,NA
X1237227_9,1.999940842,1.999567779
X1237227_23,1,1.984273821
X1237696_15,1.85379035,1.999575078
X1237696_28,1.85379035,1.999575078
X1237696_68,1.679731243,1.989867485
X1238055_65,NA,1.999999396
X1238186_13,2,2
X1238186_49,1.267857143,1.982779275
X1238186_56,1.999358731,1.997163645
X1239204_8,1.611442611,NA
X1239299_29,1.999991406,1.999864798
X1239299_42,1.999998963,1.999999217
X1239299_44,1.99999973,2
X1239299_49,1.898887141,1.999999962
X1239299_50,1.426829268,1.972979961
X1239367_6,2,NA
X1239518_24,1.971451681,1.906204906
X1239518_48,1.934660889,1.517241379
X1239518_55,1.966992148,1.517241379
X1239538_67,1.749761968,1.625
X1239544_40,1.432868175,1.996889088
X1239702_33,1.766171286,1.844897959
X1239702_47,1.98472184,1.999765366
X1239882_22,1.800105644,1.893829401
X1239930_59,1.998720957,NA
X1240585_7,1.998977428,NA
X1240585_18,1.998977428,NA
X1240655_20,NA,1.972979961
X1240667_51,1.999999995,2
X1240709_36,1.998400613,1.994788588
X1240782_5,1.998329557,1.999575078
X1240782_7,1.998329557,1.999575078
X1240782_13,1,1.825791855
X1240782_56,1.999952762,1.999959125
X1240782_67,1.998329557,1.999575078
X1240926_10,1.999999982,1.999999956
X1240926_24,1.452023988,1.941836735
X1240926_33,1.703424254,1.825791855
X1240926_50,1.999984157,2
X1240926_60,1.968877325,1.999999782
X1241031_26,NA,1.992626205
X1241031_31,NA,1.992626205
X1241050_51,1.98136192,1.984273821
X1241050_62,1.98136192,1.864361702
X1241099_64,1.939679874,1.999575078
X1241138_22,NA,1.999999993
X1241138_65,NA,1.930316742
X1241138_66,NA,1.576923077
X1241257_57,1,1.997560837
X1241301_11,1.998745714,NA
X1241419_22,1.999998381,1.999970643
X1241419_61,1.294117647,1.995577593
X1241438_5,1.934660889,NA
X1241438_8,1.934660889,NA
X1241448_49,1.679731243,NA
X1241448_52,1.901991334,NA
X1241448_61,1.783043745,NA
X1241839_20,1.95683813,1.982779275
X1241921_21,1.649759348,1.994996216
X1241921_52,1,1.994996216
X1242372_18,1.636842105,NA
X1242372_34,1.649759348,NA
X1242386_11,1.999983477,1.999999028
X1242394_19,NA,1.999999782
X1242468_26,1.992604978,NA
X1249129_59,NA,1.884057971
X1249909_40,1.979541615,1.999748501
X1252002_56,1.999810314,1.966400106
X1252176_44,1.999999999,2
X1252176_51,1.994575018,1.959296469
X1252176_55,1.999887563,1.999999891
X1252357_8,1.999938524,1.999982704
X1252357_27,1.999999783,1.99804572
X1252370_13,1.99999895,1.989867485
X1252391_17,1.999998908,NA
X1252391_30,1.999999974,NA
X1252391_33,1.999999877,NA
X1252905_30,1.99952886,1.998378491
X1252905_58,1.99933366,1.998378491
X1253550_34,1.994933781,1.978962223
X1253573_27,1.512121212,1.881355932
X1253573_64,1.512121212,1.881355932
X1255045_7,1.999872513,1.943800178
X1255878_9,NA,1.999567779
X1256017_46,1.939309866,NA
X1256284_68,1.998395879,1.999918044
X1256500_50,1.993122679,NA
X1256500_55,1.85379035,NA
X1256500_66,1.679731243,NA
X1256500_67,1.679731243,NA
X1256500_68,1.679731243,NA
X1256770_7,1.875731446,NA
X1256770_37,1.985554456,NA
X1256770_63,1.783043745,NA
X1256770_68,1.999965612,NA
X1256799_17,1.925804283,NA
X1261254_21,1.612341772,NA
X1261254_32,1.761441091,NA
X1262346_26,1.956616181,1.996813433
X1262566_47,1.772648404,NA
X1305926_31,NA,1.864361702
X1310951_19,1.999912217,NA
X1310951_23,1.999809673,NA
X1311183_68,NA,1.625
X1311214_44,1.972047807,1.999587571
X1311214_50,1.574651131,1.517241379
X1311214_68,1.99997751,2
X1311225_63,NA,2
X1311300_61,NA,1.555555556
X1311301_38,1.999999998,1.999999994
X1311301_67,1.994890941,1.652173913
X1311301_68,1.995638772,1.6
X1311303_34,1.911865283,NA
X1311303_45,1.612341772,NA
X1311328_13,2,2
