,JPA_SP,JPA_AM,JTR_TC-II,JTR_GI,JTR_NI
X212111_59,1.702558398,1.541806075,1.311594203,1.727472527,1
X212115_55,1.573257468,1.483286473,1,1.50877193,1.764705882
X212118_15,1.875222816,1.678357754,1.436758893,1.505494505,1.815934066
X212119_7,1.153846154,1,1,1,1.337662338
X212119_28,1.738394649,1.61043978,1.50877193,1.789210789,1.368421053
X212119_56,1.153846154,1.055555556,1.337662338,1.25,1
X212122_12,1,1.17635239,1,1.222222222,1.337662338
X212122_45,1.873943419,1.880118481,1.903622693,1.764705882,1.885030759
X212123_60,1.583843159,1.165439641,1,1,1
X212125_32,1,1.144352483,1.337662338,1.25,1.181818182
X212125_38,1.359605911,1.188801072,1.181818182,1.607142857,1.80861244
X212125_48,1,1.144352483,1.337662338,1.25,1.181818182
X212127_16,1.730523627,1.694012509,1.901656315,1.405228758,1.885030759
X212127_61,1.870279146,1.872477751,1.710615471,1.880718954,1.673957621
X212134_33,1.181818182,1.420881813,NA,NA,NA
X212143_32,1.81893924,1.765277517,1.859683794,1.905882353,1.885030759
X212143_54,1.81893924,1.797909668,1.859683794,1.905882353,1.885030759
X212145_16,1.25,1.054054054,NA,NA,NA
X212146_18,1,1.178667435,NA,NA,NA
X212146_41,1.237903226,1.111801242,NA,NA,NA
X212146_52,1,1.291891117,NA,NA,NA
X212146_57,1,1.184135378,NA,NA,NA
X212152_10,1,1.4700373,NA,NA,NA
X212153_44,1.371713066,1.287410184,1,1,1
X212159_36,1.321524064,1.342436597,1.436758893,1,1.337662338
X212159_49,1.676125582,1.751458675,1.772727273,1.764705882,1.749145591
X212160_53,1.47012987,1.866325343,1.634763787,1.883384933,1.909774436
X212164_5,1.738394649,1.49750273,1.673957621,1,1.581544771
X212164_30,1.738394649,1.49750273,1.673957621,1,1.581544771
X212164_60,1.738394649,1.49750273,1.673957621,1,1.581544771
X212171_11,1.699923606,1.651428374,1.311594203,1,1.673957621
X212179_9,1.699923606,1.67857374,1.67254902,1.222222222,1
X212181_16,1.815544609,1.863054748,1.772727273,1.45,1.845201238
X212190_6,1.67254902,1.173513986,1.717234262,1.505494505,1.2
X212190_24,1.67254902,1.173513986,1.717234262,1.505494505,1.2
X212190_27,1.876373626,1.869172494,1.790299278,1.93006993,1.905882353
X212190_29,1.45,1.801495726,1.790299278,1.869130869,1.905882353
X212196_32,1.212698413,1.364944545,1.166666667,1.405228758,1.181818182
X212196_45,1.651218063,1.515394967,1.543948805,1.405228758,1.337662338
X212199_26,1,1,1.311594203,1,1.553921569
X212203_40,1.897360704,1.790507916,1.772727273,1.905882353,1.885030759
X212208_38,1.75995116,1.735602417,1.47012987,1.789210789,1
X212208_58,1.84029304,1.783637048,1.749145591,1.869130869,1.790299278
X212208_64,1.382173382,1.570085154,1.80861244,1,1.717234262
X212211_36,1,1.087390762,1.166666667,1.405228758,1
X212219_26,1.534504711,1.312905173,1.311594203,1,1
X212220_19,1.45444262,1.595426174,1.368421053,1.624148607,1.181818182
X212223_59,1.875222816,1.879704651,1.886034256,1.909774436,1.903622693
X212227_16,1.824388209,1.836195104,1.909774436,1.917647059,1.917647059
X212227_30,1,1.045454545,1.181818182,1,1.222222222
X212238_26,1.858823529,1.799033533,1.772727273,1.67254902,1.764705882
X212238_62,1.321524064,1.41168399,1.311594203,1.222222222,1.45
X212242_45,1.647246941,1.678357754,1.581544771,1.25,1.50877193
X212242_49,1.647246941,1.678357754,1.47012987,1.25,1.50877193
X212242_65,1.872330367,1.834140863,1.749145591,1.45,1.913312693
X212244_27,1.676125582,1.678475265,1.47012987,1.790299278,1.581544771
X212258_65,1,1.270067463,1.634763787,1.368421053,1.624148607
X212261_26,1.62778568,1.815453414,1.624148607,1.666666667,1.876373626
X212261_33,1.371713066,1.489138577,1,1,1
X212261_46,1.651218063,1.815453414,1.624148607,1.666666667,1.876373626
X212265_10,1.724512679,1.846140568,1.166666667,1.222222222,1.673957621
X212279_65,1.84029304,1.515187955,1.181818182,1,1.405228758
X212280_10,1.88685171,1.813986701,1.710615471,1.764705882,1.80861244
X212280_58,1.212698413,1.377246651,1.634763787,1.67254902,1.337662338
X212291_12,1.339516129,1.419524506,1.710615471,1.50877193,1.581544771
X212291_39,1.872330367,1.730082694,1.859683794,1.717234262,1.673957621
X212291_56,1.339516129,1.404446067,1.543948805,1.2,1.337662338
X212298_43,1.642002442,1.755698022,NA,NA,NA
X212302_38,1.88685171,1.883020206,NA,NA,NA
X212310_37,1.596197267,1.783143023,1.749145591,1.67254902,1.833333333
X212311_35,1,1.282382121,1,1,1
X212311_43,1.339516129,1.07726655,1,1,1
X212319_58,1,1.115013169,NA,NA,NA
X212321_39,1.864214047,1.657221022,1.886034256,1.833333333,1.917647059
X212321_66,1,1,1.311594203,1.764705882,1.764705882
X212323_46,1.801944972,1.786471456,1.772727273,1.915084915,1.47012987
X212324_27,1.371713066,1.458190744,1.634763787,1.25,1.624148607
X212337_68,1.581544771,1.614207934,NA,NA,NA
X212339_31,1.359605911,1.324041326,1,1,1
X212340_18,1.766344661,1.55545022,1,1,1
X212341_42,1.487752286,1.419524506,1.181818182,1.727472527,1.624148607
X212342_50,1.371713066,1.312905173,1,1.181818182,1.222222222
X212343_28,1,1,1.337662338,1.25,1
X212346_54,1.430589544,1.126166587,1,1.222222222,1.181818182
X212359_43,1.777011494,1.768683343,1.337662338,1.405228758,1.25
X212359_55,1.133333333,1.17255874,1,1.67254902,1
X212361_15,NA,NA,1.181818182,1,1.181818182
X212361_24,NA,NA,1.181818182,1,1.181818182
X212361_39,NA,NA,1.181818182,1,1
X212362_63,1.84029304,1.777412876,1.368421053,1.285714286,1.880718954
X212364_6,1.750250278,1.848809691,1.543948805,1.845201238,1.80861244
X212364_35,1.750250278,1.848809691,1.543948805,1.845201238,1.80861244
X212364_38,1.750250278,1.848809691,1.543948805,1.845201238,1.80861244
X212366_26,1.511818687,1.444292934,1.368421053,1.745454545,1
X212366_32,1.125,1.349473311,1.368421053,1.333333333,1.368421053
X212366_39,1.702558398,1.698215041,1.368421053,1,1.337662338
X212366_41,1.511818687,1.41168399,1.368421053,1.745454545,1
X212366_47,1.430589544,1.41168399,1.368421053,1,1.337662338
X212378_37,1.904347826,1.880275277,NA,NA,NA
X212380_26,1,1.125859334,NA,NA,NA
X212380_35,1.887064404,1.858930348,NA,NA,NA
X212380_37,1.886935287,1.865646876,NA,NA,NA
X212380_64,1.886935287,1.843920145,NA,NA,NA
X212381_8,1.81893924,1.786720791,1.905882353,1.833333333,1.876373626
X212381_11,1,1.082017544,1.368421053,1.181818182,1.45
X212382_45,1.777011494,1.754364485,1.47012987,1.181818182,1.337662338
X212384_14,1.750250278,1.84814588,NA,NA,NA
X212387_55,1.212698413,1.218280652,1,1.368421053,1
X212392_16,1.558176643,1.506848498,1.749145591,1.45,1.845201238
X212396_24,1.339516129,1.324041326,1.607142857,1.222222222,1.405228758
X212403_29,1.647246941,1.630072419,1.166666667,1.368421053,1
X212405_62,NA,NA,1,1,1.368421053
X212417_26,1.80861244,1.746222331,1.543948805,1.5,1.880718954
X212422_18,1.166666667,1.052631579,NA,NA,NA
X212430_8,1.596197267,1.490907405,1.772727273,1.833333333,1.885030759
X212430_21,1.305322129,1.43927381,1.311594203,1,1.181818182
X212430_45,1.893795094,1.820604992,1.901656315,1.908496732,1.749145591
X212430_63,1.212698413,1.040816327,1.166666667,1,1
X212441_25,1.125,1.043478261,1,1.923076923,1.50877193
X212451_66,1.611713191,1.766858142,1.710615471,1.727472527,1.915084915
X212452_5,1.181818182,1.208404047,NA,NA,NA
X212452_50,1.673957621,1.208404047,NA,NA,NA
X212456_12,1.772727273,1.880005657,NA,NA,NA
X212456_13,1.80861244,1.887147335,NA,NA,NA
X212456_25,1,1.125859334,NA,NA,NA
X212458_13,1,1.275337267,1.166666667,1,1.337662338
X212459_8,1,1.126166587,1.311594203,1,1
X212459_10,1,1.126166587,1.311594203,1,1
X212459_13,1,1.126166587,1.311594203,1,1
X212459_22,1.237903226,1.309425927,1.166666667,1,1.181818182
X212470_21,1.405228758,1.30980272,NA,NA,NA
X212471_32,1.465749936,1.515297817,1.311594203,1.764705882,1.853588517
X212471_44,1.465749936,1.515297817,1.311594203,1.764705882,1.853588517
X212471_60,1.534504711,1.515297817,1.859683794,1,1.673957621
X212473_26,1.724512679,1.449600967,1.337662338,1.853588517,1.717234262
X212473_55,1.22459893,1.211958969,1.181818182,1.181818182,1.405228758
X212478_25,1.45444262,1.362672029,NA,NA,NA
X212478_39,1.815544609,1.772366016,NA,NA,NA
X212482_44,1.647246941,1.260105806,1.222222222,1.553921569,1.337662338
X212486_67,1,1.328251446,1.50877193,1.505494505,1.764705882
X212496_30,1.724512679,1.67857374,1.436758893,1.745454545,1.47012987
X212497_7,1.111111111,1.214398431,1.436758893,1,1.181818182
X212504_65,1.89993311,1.855716878,NA,NA,NA
X212505_23,1.538222952,1.533814735,1.543948805,1.764705882,1.624148607
X212507_67,NA,NA,1.717234262,1.717234262,1.25
X212520_16,1.45444262,1.367204339,1,1,1.45
X212520_47,1.125,1.162095372,1.181818182,1,1
X212520_55,1.675606641,1.481036078,1.80861244,1.869130869,1.717234262
X212534_50,1,1.083733699,1.2,1.505494505,1
X212534_63,1.339516129,1.481036078,1.845201238,1.869130869,1.67254902
X212544_33,1.487752286,1.498758263,NA,NA,NA
X212559_23,1.252873563,1.567369341,1.553921569,1,1.553921569
X212559_45,1.815544609,1.362672029,1.764705882,1.93006993,1.917647059
X212559_46,1.815544609,1.362672029,1.764705882,1.93006993,1.917647059
X212562_60,1.133333333,1,1.311594203,1,1
X212568_10,1.909774436,1.814330427,1.673957621,1.908496732,1.917647059
X212568_29,1,1,1.181818182,1.222222222,1.222222222
X212577_40,1,1.159691482,NA,NA,NA
X212577_46,1.22459893,1.055555556,NA,NA,NA
X212578_38,1.436758893,1.299434287,1,1,1
X212581_62,1,1.246791145,NA,NA,NA
X212582_10,1.855528722,1.848809691,1.883384933,1.47012987,1.673957621
X212586_5,1.125,1.162095372,1,1.2,1
X212589_11,1.790299278,1.844201453,NA,NA,NA
X212589_55,1.2,1.100566101,NA,NA,NA
X212589_60,1,1.278752826,NA,NA,NA
X212590_50,1,1.044444444,1,1,1.368421053
X212598_45,1.790760685,1.69457534,1.581544771,1.815934066,1.553921569
X212600_41,1,1,1,1.45,1.181818182
X212606_23,1.858823529,1.711057836,1.853588517,1.717234262,1.903622693
X212610_10,1.430589544,1.222305274,1.553921569,1.50877193,1.50877193
X212610_42,1.339516129,1.19171825,1.717234262,1.368421053,1.368421053
X212612_27,1.125,1.348828854,NA,NA,NA
X212612_43,1.237903226,1.411851565,NA,NA,NA
X212618_25,NA,NA,1.749145591,1.607142857,1.853588517
X212626_41,1.88698896,1.841556045,1.917647059,1.911538462,1.880718954
X212626_47,1,1,1.222222222,1,1.405228758
X212627_47,1.702558398,1.618223694,NA,NA,NA
X212627_56,1.702558398,1.618223694,NA,NA,NA
X212627_63,1.702558398,1.618223694,NA,NA,NA
X212629_47,1,1,1.311594203,1,1.337662338
X212629_56,1.875222816,1.882099975,1.901656315,1.908496732,1.903622693
X212631_56,1.75995116,1.81261061,NA,NA,NA
X212636_14,1.409047783,1.730498686,1.311594203,1.749145591,1.885030759
X212642_46,1.766344661,1.759182398,1.222222222,1,1.790299278
X212642_65,1.873943419,1.882536707,NA,NA,NA
X212646_65,1.750250278,1.576986485,1.905882353,1.727472527,1.880718954
X212646_68,1.750250278,1.576986485,1.905882353,1.727472527,1.880718954
X212659_20,1.538222952,1.78618306,1.853588517,1.880718954,1.80861244
X212659_23,1.45444262,1.668193486,1.790299278,1.911538462,1.80861244
X212666_60,1.75777281,1.574720655,1.909774436,1.222222222,1
X212666_61,1.201991465,1.318377293,1.337662338,1,1
X212666_65,1.512632934,1.398602213,1.181818182,1.405228758,1.624148607
X212675_59,1.105263158,1.043478261,1.436758893,1,1.181818182
X212683_56,1.511818687,1.264993859,1.2,1.405228758,1
X212683_59,1.237903226,1.360689171,1.166666667,1,1.2
X212683_68,1.887068966,1.882526882,1.717234262,1.880718954,1
X212693_38,1.389508531,1.432164693,1.311594203,1.727472527,1.80861244
X212700_12,1.651218063,1.538762222,1.80861244,1,1.717234262
X212700_47,1,1.19171825,1,1,1
X212709_25,1.321524064,1.239995634,1,1,1.181818182
X212722_6,1.851501669,1.818113102,1.772727273,1.903622693,1.885030759
X212726_63,1.699923606,1.380950145,NA,NA,NA
X212728_20,1.906832298,1.705906616,NA,NA,NA
X212731_12,NA,NA,1.581544771,1.952380952,1.368421053
X212733_67,1.111111111,1.126166587,NA,NA,NA
X212734_67,1.382173382,1.261589386,1.166666667,1,1
X212743_16,1.465749936,1.354396669,1,1,1
X212743_21,1.212698413,1.222305274,1.710615471,1,1
X212743_27,1.212698413,1.255393404,1.311594203,1.67254902,1.368421053
X212743_59,1.212698413,1.432164693,1.166666667,1.405228758,1
X212745_18,NA,NA,1.25,1,1
X212747_37,1.181818182,1.261589386,NA,NA,NA
X212753_15,1.22459893,1.435729756,NA,NA,NA
X212756_14,1.742636449,1.612331274,1.859683794,1.67254902,1.790299278
X212756_27,1.305322129,1.15888331,1.311594203,1.222222222,1
X212756_57,1.212698413,1.390385495,1.436758893,1.222222222,1.181818182
X212757_33,1.777011494,1.467937986,1.717234262,1.575757576,1.815934066
X212762_40,1.339516129,1.244863983,1,1,1
X212766_10,1,1.041666667,1.311594203,1,1.337662338
X212766_15,1.487752286,1.591460764,1.822134387,1.673957621,1.853588517
X212766_52,1,1.264993859,1,1,1
X212772_10,1.897360704,1.856331503,1.581544771,1.727472527,1.883384933
X212774_9,1.359605911,1.462425294,1.710615471,1.45,1.727472527
X212774_51,1.538222952,1.357158631,1,1.45,1
X212774_63,1.89706258,1.77084179,1.772727273,1.789210789,1.405228758
X212775_5,1.599331104,1.751275771,NA,NA,NA
X212775_13,1.790635452,1.863647419,NA,NA,NA
X212775_33,1.634763787,1.341872491,NA,NA,NA
X212775_47,1.407692308,1.159691482,NA,NA,NA
X212780_22,1.237903226,1.118688197,1,1,1
X212783_50,1.832374582,1.882279926,1.337662338,1.880718954,1.853588517
X212783_60,1.867643468,1.882279926,1.337662338,1.880718954,1.885030759
X212793_54,1.642002442,1.494389821,NA,NA,NA
X212793_65,1.26984127,1.048780488,NA,NA,NA
X212808_39,1.166666667,1.143955276,NA,NA,NA
X212809_44,1.705982906,1.655996635,1.886034256,1.911538462,1.853588517
X212810_63,1,1.193349107,NA,NA,NA
X212814_55,1.480976801,1.463025043,NA,NA,NA
X212814_66,1.133333333,1.12202381,NA,NA,NA
X212817_49,1.252873563,1.244863983,1.2,1,1
X212835_30,1.480976801,1.266468846,1.47012987,1.553921569,1.181818182
X212835_32,1.480976801,1.298621768,1.47012987,1.553921569,1.181818182
X212835_45,1.142857143,1.3776337,1.2,1,1.50877193
X212835_52,1.804542125,1.741766913,1.749145591,1.553921569,1.673957621
X212835_54,1.898412698,1.837058511,1.883384933,1.833333333,1.717234262
X212836_20,NA,NA,1.337662338,1,1.368421053
X212836_31,NA,NA,1.337662338,1.285714286,1.368421053
X212842_9,1,1.155795785,NA,NA,NA
X212842_34,1.465749936,1.538762222,NA,NA,NA
X212843_8,1.111111111,1.207577519,NA,NA,NA
X212844_56,1.777011494,1.678357754,1.634763787,1,1.553921569
X212846_9,1,1.112045864,1,1,1.337662338
X212846_10,1,1.112045864,1,1,1.337662338
X212846_65,1.409047783,1.277525235,1,1,1.337662338
X212847_42,1.125,1.111801242,1,1,1
X212849_11,1.201991465,1.468698552,1.311594203,1.337662338,1
X212849_12,1.29065908,1.418592487,1.772727273,1.47012987,1.47012987
X212849_34,1.29065908,1.214398431,1.311594203,1.181818182,1.337662338
X212849_44,1.29065908,1.214398431,1.311594203,1.181818182,1.337662338
X212855_40,1,1.30980272,NA,NA,NA
X212859_13,NA,NA,1.50877193,1.25,1
X212859_56,NA,NA,1,1,1.45
X212860_8,1.89706258,1.877447078,1.909774436,1.607142857,1.80861244
X212860_25,1.887064404,1.773668494,1.885030759,1.764705882,1.903622693
X212878_6,1.702558398,1.770194861,1.634763787,1.745454545,1.727472527
X212878_35,1,1.042553191,1,1.745454545,1.25
X212878_43,1,1.042553191,1,1.833333333,1.25
X212880_16,1.153846154,1.159691482,NA,NA,NA
X212884_53,1.359605911,1.207577519,1.581544771,1.405228758,1.2
X212887_29,1.305322129,1.342436597,1,1.285714286,1.553921569
X212890_24,1.647246941,1.719489398,1.436758893,1.790299278,1.717234262
X212890_55,1.887068966,1.766964355,1.859683794,1.717234262,1.749145591
X212890_64,1.647246941,1.719489398,1.436758893,1.790299278,1.717234262
X212902_60,1.430589544,1.278752826,1.337662338,1,1
X212907_7,NA,NA,1.337662338,1.45,1.222222222
X212907_49,NA,NA,1.47012987,1.285714286,1
X212911_62,1.772727273,1.83362556,1.886034256,1.869130869,1.905882353
X212913_50,1.29065908,1.184660819,1.311594203,1.553921569,1.581544771
X212917_34,1.26984127,1.137735611,1,1,1
X212924_53,1.846524357,1.713780189,1.166666667,1.50877193,1.673957621
X212928_11,1.738394649,1.724949611,NA,NA,NA
X212928_43,1.153846154,1.091381669,NA,NA,NA
X212936_62,1.445573393,1.270067463,1,1,1
X212937_22,1.88685171,1.834869466,1.901656315,1.853588517,1.903622693
X212937_59,1.88685171,1.868615823,1.885030759,1.80861244,1.749145591
X212941_55,1.811204482,1.696564639,NA,NA,NA
X212944_12,1.573257468,1.277525235,1.543948805,1.47012987,1.181818182
X212944_34,1,1.075802838,1.436758893,1,1.337662338
X212944_49,1.465749936,1.492464974,1.634763787,1.337662338,1
X212947_38,1,1.144556927,1.166666667,1,1
X212957_15,1.252873563,1.462425294,NA,NA,NA
X212965_68,1.117647059,1.226480229,1,1,1
X212975_15,1.111111111,1.195452384,1.311594203,1.368421053,1.181818182
X212975_30,1.212698413,1.155795785,1,1,1.337662338
X212975_43,1.534504711,1.498758263,1.311594203,1.50877193,1.581544771
X212981_48,1.201991465,1,1.436758893,1.745454545,1
X212985_61,1.538222952,1.475495409,1.772727273,1.789210789,1.80861244
X212996_39,1.29065908,1.246459318,1,1,1
X213001_48,1.142857143,1.213954706,NA,NA,NA
X213001_64,1.142857143,1.173513986,NA,NA,NA
X213016_33,1.50877193,1.816482129,1.853588517,1.911538462,1.876373626
X213020_5,1,1.164048228,NA,NA,NA
X213020_54,1.222222222,1.314992295,NA,NA,NA
X213020_66,1,1.111801242,NA,NA,NA
X213030_31,1,1.07726655,1.822134387,1.790299278,1.581544771
X213031_41,1.166666667,1.457020294,NA,NA,NA
X213044_28,1,1,1.337662338,1.181818182,1
X213047_14,1.567277167,1.872506332,NA,NA,NA
X213047_15,1.902222222,1.790696725,NA,NA,NA
X213047_27,1.567277167,1.872506332,NA,NA,NA
X213047_44,1.480976801,1.884682404,NA,NA,NA
X213047_51,1.142857143,1.20980487,NA,NA,NA
X213051_12,1.445573393,1.522972297,1.436758893,1.67032967,1.833333333
X213051_61,1.512632934,1.475886412,1.311594203,1.25,1
X213059_43,1.897360704,1.877639707,1.543948805,1.876373626,1.222222222
X213059_48,1,1.15888331,1.311594203,1.45,1
X213059_59,1.22459893,1.085523172,1,1,1.2
X213062_48,NA,NA,1,1,1.368421053
X213074_33,1.153846154,1.125859334,1.311594203,1.607142857,1
X213075_54,1.543948805,1.717881202,NA,NA,NA
X213077_52,1.822134387,1.700223183,1.717234262,1.67254902,1.67254902
X213080_9,1.859683794,1.691654619,NA,NA,NA
X213080_13,1.311594203,1,NA,NA,NA
X213082_17,1.75995116,1.884182484,1.915084915,1.911538462,1.883384933
X213086_26,1.651218063,1.282382121,1,1,1
X213089_16,1,1,1,1,1.405228758
X213089_60,1,1.13430127,1,1,1.405228758
X215058_8,NA,NA,1.906832298,1.666666667,1.727472527
X215058_23,NA,NA,1.906832298,1.666666667,1.727472527
X215058_30,NA,NA,1.311594203,1,1
X224603_57,1.368421053,1.232523734,NA,NA,NA
X224603_58,1.624148607,1.690891692,NA,NA,NA
X225691_51,NA,NA,1,1.666666667,1
X256406_13,1,1.118414918,NA,NA,NA
X256406_67,1.181818182,1.0625,NA,NA,NA
X258639_43,1.133333333,1.326147431,NA,NA,NA
X258758_5,1.25,1.0625,NA,NA,NA
X258758_33,1,1.12202381,NA,NA,NA
X259350_13,1.543948805,1.219807585,NA,NA,NA
X259350_43,1,1.164048228,NA,NA,NA
X259977_17,1.237903226,1.357158631,NA,NA,NA
X262060_26,1.730523627,1.743542063,NA,NA,NA
X263353_44,1.311594203,1.129943503,NA,NA,NA
X264763_21,1.567277167,1.305063863,1,1,1
X264786_10,1,1.262909418,NA,NA,NA
X264786_13,1,1.262909418,NA,NA,NA
X264786_59,1.832374582,1.809629993,NA,NA,NA
X264793_60,1,1.044444444,1,1,1.47012987
X264793_64,1.88667615,1.730082694,1.166666667,1.47012987,1
X264793_66,1.88667615,1.722970638,1.166666667,1.47012987,1
X264793_68,1.88667615,1.722970638,1.166666667,1.47012987,1
X264811_19,1.750250278,1.654631479,NA,NA,NA
X264844_9,1,1.129943503,NA,NA,NA
X264844_29,1,1.399427851,NA,NA,NA
X265020_15,1.436758893,1.514553927,NA,NA,NA
X265036_30,1.337662338,1.421822669,NA,NA,NA
X265036_54,1.47012987,1.526327839,NA,NA,NA
X265050_24,1.337662338,1.173513986,NA,NA,NA
X265057_21,1.153846154,1,1.2,1,1.45
X265057_46,1.289230769,1.05,1.181818182,1,1
X265057_57,1.510635452,1.717019428,1.581544771,1.368421053,1.222222222
X265093_34,1.368421053,1,NA,NA,NA
X265093_62,1,1.108763693,NA,NA,NA
X265149_30,1,1.211958969,1,1,1
X265269_5,1.47012987,1.261589386,NA,NA,NA
X265359_66,1.510635452,1.307018797,NA,NA,NA
X265429_6,1.480976801,1.404446067,NA,NA,NA
X265429_16,1.45444262,1.397294836,NA,NA,NA
X265466_51,NA,NA,1.869130869,1.833333333,1.913312693
X265466_63,NA,NA,1,1.553921569,1.50877193
X265466_67,NA,NA,1.505494505,1.222222222,1.790299278
X265475_68,1.26984127,1.159691482,1,1,1
X265494_17,1.222222222,1.125859334,NA,NA,NA
X265504_19,1.583843159,1.533814735,1.624148607,1.607142857,1.833333333
X265504_23,1.339516129,1.362672029,1.222222222,1,1
X265504_49,1.583843159,1.597114278,1.607142857,1.553921569,1
X265504_53,1,1.091381669,1.25,1.25,1
X265504_66,1.583843159,1.533814735,1.624148607,1.607142857,1.833333333
X265537_49,1.337662338,1.341564413,NA,NA,NA
X265537_62,1.47012987,1.451748252,NA,NA,NA
X265537_65,1.47012987,1.451748252,NA,NA,NA
X265537_68,1.47012987,1.451748252,NA,NA,NA
X265560_50,1.311594203,1.13430127,NA,NA,NA
X265620_13,1.22459893,1.181322782,1.166666667,1.337662338,1
X265620_62,1.321524064,1.214398431,1,1,1
X265620_64,1.558176643,1.336749145,1.311594203,1.337662338,1.222222222
X265650_18,1.543948805,1.614717289,NA,NA,NA
X265650_34,1.166666667,1.055555556,NA,NA,NA
X265654_68,1.445573393,1.523786881,1.634763787,1.47012987,1.673957621
X265672_69,1,1.13430127,1.285714286,1.222222222,1.25
X265704_10,1,1.261589386,NA,NA,NA
X265704_61,1.480976801,1.261589386,NA,NA,NA
X265704_65,1.902222222,1.854098491,NA,NA,NA
X265704_67,1.902222222,1.846263749,NA,NA,NA
X265727_10,1.181818182,1.105886709,NA,NA,NA
X265727_28,1.2,1.052631579,NA,NA,NA
X265727_58,1.142857143,1.428925461,1.222222222,1.505494505,1
X265753_67,1.311594203,1.23149319,NA,NA,NA
X265792_64,1.430589544,1.140966576,1.405228758,1,1.745454545
X265792_65,1.430589544,1.140966576,1.405228758,1,1.745454545
X265792_67,1.864214047,1.77084179,1.67254902,1.764705882,1.333333333
X265792_68,1.84029304,1.592182233,NA,NA,NA
X265802_32,1.705982906,1.692529064,NA,NA,NA
X265817_30,1.289230769,1.618499971,NA,NA,NA
X265820_20,1.2,1.323384948,NA,NA,NA
X265820_68,1.50877193,1.514553927,NA,NA,NA
X265875_44,1.222222222,1.225987901,1,1,1
X265880_47,1.2,1.173513986,NA,NA,NA
X265885_30,1.553921569,1.173513986,NA,NA,NA
X265885_45,1.222222222,1.058823529,NA,NA,NA
X266022_47,1,1.118414918,NA,NA,NA
X266061_53,1.289230769,1.430707987,1,1,1
X266099_20,1.620816802,1.487112413,NA,NA,NA
X266099_39,1.766344661,1.777412876,NA,NA,NA
X266105_12,1.105263158,1.075802838,1.181818182,1.2,1
X266105_15,1.117647059,1.19171825,1.2,1.2,1
X266105_36,1.465749936,1.275337267,1.337662338,1.368421053,1.505494505
X266105_67,1.647246941,1.618223694,1.2,1.50877193,1.505494505
X266308_5,1,1.255213545,1,1.285714286,1
X266387_67,1.142857143,1.189947399,NA,NA,NA
X266388_60,1.583843159,1.657221022,NA,NA,NA
X266388_63,1.125,1.105886709,NA,NA,NA
X266395_30,1.906832298,1.880211561,1.880718954,1.911538462,1.833333333
X266395_49,1.311594203,1.597114278,1,1.607142857,1
X266469_61,1.898776418,1.873610526,1.815934066,1.333333333,1.911538462
X266535_59,NA,NA,1.25,1.666666667,1.337662338
X266575_65,1.311594203,1.391517022,NA,NA,NA
X266578_51,1,1.125859334,NA,NA,NA
X266588_13,NA,NA,1.905882353,1.876373626,1.917647059
X266588_17,NA,NA,1.368421053,1.911538462,1.764705882
X266593_14,1.237903226,1.219807585,1,1,1
X266593_22,1.45444262,1.536735395,1.764705882,1.869130869,1.833333333
X266604_23,1.581544771,1.766858142,NA,NA,NA
X266604_25,1,1.164048228,NA,NA,NA
X266604_54,1.166666667,1.164048228,NA,NA,NA
X266604_60,1,1.159691482,NA,NA,NA
X266634_11,1.289230769,1.168648735,1,1.2,1
X266660_25,1.117647059,1.126166587,NA,NA,NA
X266660_33,1.321524064,1.275337267,NA,NA,NA
X266660_64,1.237903226,1.216528416,NA,NA,NA
X266661_52,1.311594203,1.138961039,NA,NA,NA
X266698_53,1.382173382,1.074074074,NA,NA,NA
X266710_39,1.382173382,1.262909418,NA,NA,NA
X266711_45,1.222222222,1.285325123,NA,NA,NA
X266717_14,1,1,1.405228758,1,1
X266717_42,1.642002442,1.618906686,1.764705882,1.923076923,1.764705882
X266717_67,1.26984127,1.057142857,1.553921569,1.25,1
X266729_39,1.883384933,1.551434538,NA,NA,NA
X266791_35,1.142857143,1.140966576,NA,NA,NA
X266791_57,1.407692308,1.349473311,NA,NA,NA
X266899_34,1.851501669,1.785845733,1.859683794,1.607142857,1.915084915
X266924_9,1.237903226,1,NA,NA,NA
X266924_20,1.133333333,1.0625,NA,NA,NA
X267003_57,1.772727273,1.746222331,NA,NA,NA
X267014_22,1,1.246791145,NA,NA,NA
X267084_22,1.359605911,1.342106046,1,1.368421053,1
X267084_25,1.674916388,1.475495409,1.50877193,1,1.581544771
X267088_23,1.26984127,1.208404047,NA,NA,NA
X267088_50,1.84029304,1.804866221,NA,NA,NA
X267100_58,1.45,1.869172494,NA,NA,NA
X267107_14,1.673957621,1.632758108,NA,NA,NA
X267107_18,1.125,1.242666459,NA,NA,NA
X267107_23,1.407692308,1.457561796,NA,NA,NA
X267107_26,1.543948805,1.278752826,NA,NA,NA
X267107_67,1.543948805,1.514553927,NA,NA,NA
X267164_5,1.305322129,1.155559669,NA,NA,NA
X267176_53,1.710615471,1.632758108,NA,NA,NA
X267205_7,1.337662338,1.451748252,NA,NA,NA
X267205_18,1.337662338,1.451748252,NA,NA,NA
X267205_19,1.2,1.388557753,NA,NA,NA
X267212_31,1.790635452,1.598328053,1.67254902,1.45,1.717234262
X267216_67,1.824388209,1.728643261,1.436758893,1.505494505,1.47012987
X267216_68,1.824388209,1.728643261,1.436758893,1.505494505,1.47012987
X267273_21,1.902222222,1.873023224,NA,NA,NA
